vin|year|make|model|trim|dealer_name|dealer_street|dealer_city|dealer_state|dealer_zip|listing_price|listing_mileage|used|certified|style|driven_wheels|engine|fuel_type|exterior_color|interior_color|seller_website|first_seen_date|last_seen_date|dealer_vdp_last_seen_date|listing_status
3PCAJ5BB3NF119456|2022|Infiniti|QX50|LUXE|Cochran Expressway - Delivery To Your Driveway|ONLINE_ONLY|*|*||47435|7|FALSE|FALSE|SUVs|AWD|268-hp 2.0-Liters VC-Turbo engine|Gasoline|Black Obsidian|Graphite|https://www.cochranexpressway.com|2022-08-03|2022-08-17|2022-08-16|
1GTW7AFG3K1339980|2019|GMC|Savana 2500|Work Van|Hubert Vester Toyota|3712 Raleigh Rd Pkwy W|Wilson|NC|27896|43000|50414|TRUE|FALSE|Vans|RWD|Vortec 6.0L V8 SFI Flex Fuel|Flex Fuel Vehicle|Summit White|Jet Black/medium Dark Pewter|https://www.hubertvestertoyota.com|2021-09-17|2022-08-17|2022-08-17|
2HGFG4A57FH707089|2015|Honda|Civic|SI|Toyota Of Tampa Bay|1101 E Fletcher Ave|Tampa|FL|33612|20268|119319|TRUE|FALSE|Si 2dr Coupe (2.4L 4cyl 6M)|front wheel drive|gas|Gasoline|Crystal Black Pearl|Black/red Premium Cloth|https://www.toyotaoftampabay.com|2022-07-11|2022-08-18|2022-07-13|
1G1FZ6S04N4126855|2022|Chevrolet|Bolt EUV|Premier|Chevrolet Of San Luis Obispo|1423 Calle Joaquin|San Luis Obispo|CA|93405|41490|0|FALSE|FALSE|SUVs|Front Wheel|Electric drive unit||Summit White|Jet Black/nightshift Blue, Perforated Leather-appointed Trim|https://www.chevyslo.com|2022-05-29|2022-08-17|2022-08-17|
1FTFX1E82MKE27345|2021|Ford|F-150|XLT 4WD SuperCab 6.5' Box|Elyria Ford|1115 E Broad St|Elyria|OH|44035|51936|9337|TRUE|FALSE|XLT 4dr Super Cab 4WD 6.5 ft. SB (3.3L 6cyl 10A)|AWD4WD|gas|Gas|Oxford White Exterior|Black Premium Cloth|https://www.elyriaford.com|2022-04-12|2022-08-17|2022-08-17|
JN8AZ1MW0DW317248|2013|Nissan|Murano||Vip Used Cars Inc.|3526 Shenandoah Ave NW|Roanoke|VA|24017|8500|154876|TRUE|FALSE|||||||https://vipusedcars.net|2022-08-05|2022-08-17|2022-08-17|
2T3YFREV9FW228240|2015|Toyota|RAV4 Limited SUV|Limited|Autonation Chevrolet South Clearwater|15005 Us Hwy 19 N|Clearwater|FL|33764|21514|84017|TRUE|FALSE|Limited 4dr SUV (2.5L 4cyl 6A)|front wheel drive|gas|Gas|Magnetic Gray Metallic|Black Leatherette|https://www.autonationchevroletclearwater.com|2022-06-29|2022-08-17|2022-08-17|
184BU0819NC036963|2022|Eagle TRAILER|5'X8' SA STRLNG AL|[Unspecified]|South Pacific Auto Sales|5040 Pacific Blvd SW|Albany|OR|97321|||FALSE|FALSE|||||Silver|N/a|https://www.southpacificautosales.com|2021-12-10|2022-08-17|2022-08-17|
5NPLM4AG0PH094740|2023|Hyundai|Elantra SEL Sedan|SEL|Jenkins Kia Of Crystal River|1850 SE Us Hwy 19|Crystal River|FL|34429|27998|174|TRUE|TRUE|Sedan|FWD|147 hp 2L I4|Gasoline Fuel|Calypso Red Exterior|Medium Gray Cloth|https://www.jenkinskiaofcrystalriver.com|2022-07-27|2022-08-17|2022-08-17|in_transit
1C6SRFBT1LN317065|2020|Ram|1500|Big Horn|Anderson Ford, Lincoln|2500 Wildcat Dr|Lincoln|NE|68521|35100|71518|TRUE|FALSE|Big Horn 4dr Quad Cab 4WD SB (5.7L 8cyl 8A)|four wheel drive|mild hybrid|Gasoline|Billet Silver Metallic Clear Coat|Black/diesel Gray Cloth|https://www.andersonfordlincoln.com|2022-08-02|2022-08-17|2022-08-16|
KNDPMCAC7M7939415|2021|Kia|Sportage|LX|Kinsel Ford|3355 Eastex Fwy|Beaumont|TX|77706||34320|TRUE|FALSE||||Gasoline Fuel|||https://www.kinselford.com|2022-08-09|2022-08-17|2022-08-16|
SALWR2RV3JA191878|2018|Land Rover|Range Rover Sport|HSE|Luxury Motor Cars|245 Us-22|Hillside|NJ|07205|44894|96124|TRUE|FALSE|HSE 4dr SUV 4WD (3.0L 6cyl S/C 8A)|four wheel drive|gas|Gasoline|Corris Grey Metallic|Ebony Premium Leather|https://www.lmc22.com|2022-02-02|2022-08-17|2022-08-15|
5FNYF7H97MB006639|2021|Honda|Passport Touring 2WD SUV|Touring|Round Rock Toyota|2307 N I Hwy 35|Round Rock|TX|78664|43650|16941|FALSE|FALSE|Touring 4dr SUV (3.5L 6cyl 9A)|front wheel drive|gas|Gasoline|Platinum White Pearl|Black Leather|https://www.roundrocktoyota.com|2022-07-01|2022-08-15|2022-08-13|
W1KZF8DB8NB085607|2022|Mercedes-Benz|E-Class|E 350 Sedan RWD|Mercedes-Benz Of Ontario|3787 E Guasti Rd|Ontario|CA|91761|61210|10|FALSE|FALSE|Sedan|Rear-Wheel Drive|255 hp 2L I4|Gasoline|Polar White|Black Mb-tex|https://www.mbontario.com|2022-06-18|2022-08-17|2022-08-17|
1G4CW54K924208132|2002|Buick|PARK AVENUE|SEDAN 4D|Dlp Auto Group|1981 Tellepsen St|Houston|TX|77023|7995|120042|TRUE|FALSE|Sedan|FWD|V6, 3.8 Liters|Gasoline|Blue|Tan|https://www.dlpauto.com|2021-10-31|2022-08-17|2022-08-17|
1ZVBP8KZ0E5240610|2014|Ford|Mustang|Shelby GT500 - Leather Seats|Donway Ford|1975 Eglinton Ave E|Scarborough|ON|M1L 2N1|99988|10015|TRUE|FALSE||Rear-wheel drive (RWD)|662 hp 5.8L V8|Gasoline|Black|Charcoal Black|https://www.donwayford.com|2021-05-28|2022-08-17|2022-08-15|
LRBFZNR47ND009988|2022|Buick|Envision|Essence|Dutton Cadillac Of Riverside|8201 Auto Dr #101|Riverside|CA|92504|38880|5798|TRUE|TRUE|crossover|FWD|Turbocharged Gas I4 2.0L/|Gas|Summit White|Ebony Seats|https://www.duttoncadillac.com|2022-08-01|2022-08-17|2022-08-17|
JTND4MBE4N3184611|2022|Toyota|Corolla Hatchback|SE|Lynch Toyota Of Auburn|170 W Creek Pkwy|Auburn|AL|36830|25000|3|FALSE|FALSE|SE 4dr Hatchback CVT|FWD|2.0L I4|CVT|Wind Chill Pearl|Lt Gry Fab|https://www.lynchtoyotaofauburn.com|2022-07-23|2022-08-17|2022-08-17|
KL7CJMSB0GB747724|2016|Chevrolet|Trax LTZ SUV|LTZ FWD|Baumann Chrysler Jeep Dodge Ram|2577 W State St|Fremont|OH|43420|21900|36363|TRUE|FALSE|crossover|Front-Wheel Drive|138 hp 1.4L I4|Gasoline|Black Granite Metallic|Jet Black|https://www.baumannchryslerjeepdodge.com|2022-06-25|2022-08-17|2022-08-17|
WMZYT3C58K3J32735|2019|MINI|Cooper S Countryman|Cooper S|Cooper Direct Auto|14203 Broadway Ext Hwy|Edmond|OK|73013|35000|14583|TRUE|TRUE|Cooper S 4dr Wagon (2.0L 4cyl Turbo 8A)|front wheel drive||23|Midnight Black Metallic|Carbon Black Cord Leather/cloth|https://www.cooperdirectauto.com|2022-06-11|2022-08-17|2022-08-17|
WBXJG9C00L5P73755|2020|BMW|X1|xDrive28i|Hertz Car Sales Bedford|3737 Airport Fwy|Bedford|TX|76021|28300||TRUE|FALSE|SAV|All-wheel|I-4 Cylinders||Alpine White|Black|https://www.hertzcarsales.com|2022-07-07|2022-08-17|2022-08-17|
JH4NA1285TT000198|1996|Acura|NSX T Convertible|T|Land Rover Charlotte|6710 E Independence Blvd|Charlotte|NC|28212|78444|49620|TRUE|FALSE|T 2dr Coupe|rear wheel drive|3.0 6||Formula Red|Tan|https://www.landrovercharlotte.com|2022-06-30|2022-08-17|2022-08-16|
5YFEPRAE8LP103693|2020|Toyota|Corolla|LE|Hertz Car Sales Hartford|170 Weston St|Hartford|CT|06120|21951|45126|TRUE|FALSE|LE Sedan 4D|Front-Wheel Drive|4-Cylinders, 1.8 Liters|Gasoline|Black|Black|https://www.hertzcarsales.com|2022-08-06|2022-08-17|2022-08-17|
5J8YD4H3XHL001469|2017|Acura|MDX|3.5L|Maserati At Leith Raleigh|5601 Capital Blvd|Raleigh|NC|27616|27799|87459|TRUE|FALSE|SH-AWD 4dr SUV AWD (3.5L 6cyl 9A)|all wheel drive|gas|Gasoline Fuel|White Diamond Pearl|Parchment Leather|https://www.maseratiraleigh.com|2022-06-21|2022-08-17|2022-08-13|
4T1BE46K38U242002|2009|Chevrolet|Tahoe Sp...|XLE 4dr Sedan 5A|Right Choice Automotive|2025 E Ridge Rd|Rochester|NY|14622|8500|98825|TRUE|FALSE|XLE 4dr Sedan 5A|FWD|I4 2.4L Natural Aspiration||Silver|Silver|https://www.rightcars4u.com|2022-07-04|2022-08-15||
WBSJF0C50KB447356|2019|BMW|M5 Competition AWD Sedan,|Competition|Deluxe Auto Sales|500 Commerce Rd|Linden|NJ|07036|81800|27472|TRUE|FALSE|Competition 4dr Sedan AWD (4.4L 8cyl Turbo 8A)|all wheel drive|gas|Gasoline|Black Sapphire Metallic|Black Extended Merino Premium Leather|https://www.deluxeautosales.com|2022-06-10|2022-08-17|2022-08-17|
5UXUJ3C54KLG55451|2019|BMW|X4 xDrive30i Sports Activity Coupe|xDrive30i|BMW Of Asheville|31 Skyland Inn Dr|Arden|NC|28704|45224|42202|TRUE|TRUE|xDrive30i 4dr SUV AWD (2.0L 4cyl Turbo 8A)|all wheel drive|gas|Gasoline|Dark Graphite Metallic|Cognac Vernasca W/contrast Stitching And Piping Leather|https://www.bmwofasheville.com|2022-06-28|2022-08-17|2022-08-17|
1GKFK06289J117060|2009|GMC|Yukon XL|1500 Denali|Car Factory|100 S Charles Richard Beall Blvd|Debary|FL|32713|8999|211478|TRUE|FALSE|4d SUV AWD|6-Speed Automatic HD Electronic with Overdrive / AWD|6.2l V8 SFI OHV Flex 6.2l|Flex|White|Summit White / Cocoa/light Cashmere|https://carfactorydebary.com|2022-05-07|2022-08-17|2022-05-13|
2C4RDGEG1KR764751|2019|Dodge|Grand Caravan|GT|Hertz Car Sales Maui|946 E Mokuea Pl|Paia|HI|96779|19700|55899|TRUE|FALSE|Van Passenger Van|Front-wheel|V-6 Cylinders||Billet|Black|https://www.hertzcarsales.com|2022-06-08|2022-08-17|2022-08-17|
WDDLJ7DB4GA175389|2016|Mercedes-Benz|CLS 550 Coupe|CLS 550 Coupe|Asbury Automotive Dealer Services|1797 Founders Pkwy|Alpharetta|GA|30009|38817|64725|TRUE|FALSE|Sedan|Rear-Wheel Drive|4.7L V8 32V GDI DOHC Twin Turbo|Gas|Black|Black|https://www.asburyauto.com|2022-08-06|2022-08-17|2022-08-15|
WA1EECF30N1147974|2022|Audi|Q3|Premium S line|Checkered Flag Audi Porsche|2865 Virginia Beach Blvd|Virginia Beach|VA|23452|44870|8|FALSE|FALSE|SUVs|quattro|2.0L 4-Cylinders TFSI||Tango Red Metallic|Brown|https://www.audivirginiabeach.com|2022-07-28|2022-08-17|2022-08-17|
1FTER4FH0LLA07212|2020|Ford|Ranger XLT 4WD|XLT SuperCrew 4WD|Auto Connect Sales|1175 Lansdowne St W|Peterborough|ON|K9J 7M2|41977|52388|TRUE|FALSE||4-Wheel Drive|2.3L I4|Gasoline|Shadow Black||https://www.autoconnectsales.ca|2022-08-03|2022-08-18|2022-08-17|
3PCAJ5BA0MF119890|2021|Infiniti|QX50 LUXE Sport Utility|LUXE|Autonation Toyota Mall Of Georgia|3505 Buford Dr|Buford|GA|30519|40298|8654|TRUE|FALSE|Sport Utility/5 seats|Front Wheel|2.0 Liters|Gasoline|Majestic White|Graphite|https://www.autonationtoyotamallofgeorgia.com|2022-07-21|2022-08-17|2022-08-17|
W1N0G8EB9MF919575|2021|Mercedes-Benz|GLC 300 4MATIC SUV|300|Bergstrom Mercedes-Benz|3002 N Victory Ln|Appleton|WI|54913|43386|9938|TRUE|TRUE|crossover|All-Wheel Drive|255 hp 2L I4|Gas|Polar White|Black|https://www.bergstrommercedesbenz.com|2022-07-21|2022-08-17|2022-08-17|
WVWED7AJ5CW221525|2012|Volkswagen|GTI|Base|Hansel Volkswagen|2951 Corby Ave|Santa Rosa|CA|95407|16988|82541|TRUE|FALSE|Hatchback|Front-Wheel Drive|200 hp 2L I4|Gasoline|Carbon Steel Gray Metallic||https://www.hanselvolkswagen.com|2022-08-13|2022-08-17|2022-08-17|
KNDPM3AC3M7915029|2021|Kia|Sportage|LX|Gary Yeomans Ford Lincoln|1420 N Tomoka Farms Rd|Daytona Beach|FL|32124|25044|39290|TRUE|FALSE|LX 4dr SUV (2.4L 4cyl 6A)|front wheel drive|gas|Gasoline|Sparkling Silver|Black Cloth|https://www.garyyeomansford.com|2022-06-14|2022-08-17|2022-08-11|
JN8AZ1MW0CW230285|2012|Nissan|Murano|AWD 4dr S|Walters Mazda Mitsubishi|3987 N Mayo Trail|Pikeville|KY|41501|11895|126011|TRUE|FALSE|crossover|4wd|3.5L V6 DOHC 24V|Gas|Glacier Pearl|Beige|https://www.waltersmm.com|2022-07-22|2022-08-17|2022-08-17|
3KPF24AD5ME346992|2021|Kia|Forte|LXS|Pohanka Nissan Of Stafford|1 Coachman Cir|Stafford|VA|22554|22978|32261|TRUE|FALSE|LXS 4dr Sedan (2.0L 4cyl CVT)|front wheel drive|Nu 2.0L I4 147hp 132ft. lbs.|Gasoline|Aurora Black Pearl|Black Cloth|https://www.pohankanissanofstafford.com|2022-06-14|2022-08-17|2022-08-15|
1C6SRFJT2NN352489|2022|Ram|1500|Laramie|Billion Auto - Fiat Alfa Romeo Of Des Moines|2094 NW 114th St|Clive|IA|50325|61015|10|FALSE|FALSE|Crew Cab|Four Wheel|V8, 5.7L|Gasoline|White|Black|https://www.billionauto.com|2022-05-13|2022-08-17|2022-08-17|
WBA6D0C55GG432233|2016|BMW|6 Series 640i|640i|Shift.Com|ONLINE_ONLY|Denver|CO|80210|36950|39801|TRUE|FALSE|Sedan|rwd|315 hp 3L I6|gasoline|Gray|Black|https://shift.com|2022-08-13|2022-08-17|2022-08-17|
2T3RFREV1EW164018|2014|Toyota|RAV4 XLE|XLE|Lia Honda Williamsville|4891 Transit Rd|Buffalo|NY|14221|18200|80541|TRUE|FALSE|4D Sport Utility|AWD|2.5L I4 16V MPFI DOHC|AWD|Blue Crush Metallic|Black|https://www.liahondaofwilliamsville.com|2022-08-03|2022-08-15|2022-08-15|
3TYAZ5CN1NT32C318|2022|Toyota|Tacoma 2WD|TRD Sport|Hendrick Toyota Apex|1210 Laura Village Rd|Apex|NC|27523|41886||FALSE|FALSE|Pickup|RWD|6|Gasoline|Celestial Silver Metallic|Cement|https://www.hendricktoyotaapex.com|2022-07-22|2022-08-17|2022-07-28|
1FMJK1HT8FEF25284|2015|Ford|Expedition EL XLT SUV|EL XLT|Kargenie|4963 Holt Blvd|Montclair|CA|91763|16999|120430|TRUE|FALSE|suv|4X2|365 hp 3.5L V6|Gasoline|Green Gem Metallic|Beige|https://www.kargenie.com|2022-05-13|2022-08-17|2022-08-17|
3C4PDDEG9KT836962|2019|Dodge|Journey|GT|Basil Ford|1540 Walden Ave|Cheektowaga|NY|14225|26000|23252|TRUE|FALSE|SUV|AWD|3.6L V6 24V MPFI DOHC|Gasoline|Granite Pearlcoat|Black / Red|https://www.basilford.com|2022-08-17|2022-08-17|2022-08-17|
1FT7W2B67BEC96621|2011|Ford|F-250|XLT|Medford Motors Inc.|105 Wisconsin Ave|Medford|WI|54451|26476|106916|TRUE|FALSE|pickup_truck|Four-Wheel Drive|385 hp 6.2L V8 Flex Fuel Vehicle|Flex Fuel Vehicle|White|Gray|https://www.medfordmotors.com|2022-07-15|2022-08-17|2022-08-17|
55SWF8EB7KU295893|2019|Mercedes-Benz|C-Class|C 300 4MATIC Sedan|Mercedes-Benz At Marin|540 Francisco Blvd W|San Rafael|CA|94901|38217|22539|TRUE|FALSE|Sedan|All-Wheel Drive|255 hp 2L I4|Gas|Obsidian Black Metallic|Amg Cranberry Red|https://www.mbofmarin.com|2022-07-13|2022-08-17|2022-08-15|
1N4BL4BV2LC248744|2020|Nissan|Altima|2.5 S|Hertz Car Sales Seattle|14500 1st Ave S|Burien|WA|98168|22100|47523|TRUE|FALSE|Sedan|Front-wheel|I-4 Cylinders||Glacier White|Charcoal|https://www.hertzcarsales.com|2022-07-12|2022-08-15|2022-08-15|
JN8AF5MV7ET361208|2014|Nissan|JUKE|SL|Carvana|ONLINE_ONLY|San Antonio|TX|78223|16590|95433|TRUE|FALSE|SL Sport Utility 4D|all wheel drive|4-Cylinders, Turbo, 1.6L|Gas|Gray|Black|https://www.carvana.com|2022-06-06|2022-08-18|2022-06-12|
2HGFC2F86MH508891|2021|Honda|Civic Sedan|SPORT|Braman Honda|7000 Coral Way|Miami|FL|33155|27729|35186|TRUE|TRUE|Sport 4dr Sedan (2.0L 4cyl CVT)|front wheel drive|gas|Gasoline|Rallye Red|Black Cloth|https://www.bramanhonda.com|2022-07-03|2022-08-14|2022-08-14|
1FMCU0DG5AKC65670|2010|Ford|ESCAPE|XLT FWD|Lalo's Auto Sales|1521 E Van Buren St|Phoenix|AZ|85006|5995|166551|TRUE|FALSE|crossover|Front-Wheel Drive|240 hp 3L V6 Flex Fuel Vehicle|Flex Fuel Vehicle|Gold||https://www.lalosautosales.com|2022-06-27|2022-08-17|2022-08-17|
3GCUKREC0JG560455|2018|Chevrolet|Silverado 1500|Crew Cab Standard Box 4-Wheel Drive LT|Michael Hohl Chevrolet Buick Gmc Cadillac|3700 S Carson St|Carson City|NV|89701|||TRUE|FALSE||||Gas|||https://www.michaelhohlgm.com|2022-08-16|2022-08-17|2022-08-17|
1FMJK2A58BEF45689|2011|Ford|Expedition|EL Limited 4WD|Driving Xcellence|3005 Industrial Pkwy|Jeffersonville|IN|47130|18800|115079|TRUE|FALSE|suv|Four-Wheel Drive|310 hp 5.4L V8 Flex Fuel Vehicle|Flex Fuel Vehicle|Silver|Black Leather|https://www.drivingxcellence.com|2022-03-02|2022-08-17|2022-03-03|
1FMJU1JT9JEA67476|2018|Ford|Expedition|XLT|Gregg Young Chevrolet|2020 W 20th St S|Newton|IA|50208|39500|89125|TRUE|FALSE|XLT 4dr SUV 4WD (3.5L 6cyl Turbo 10A)|four wheel drive|gas|Gasoline|White Platinum Metallic Tri-coat|Ebony Leather|http://www.gychevynewton.com|2022-07-30|2022-08-17|2022-08-17|
1GKKNXLS1NZ172500|2022|GMC|Acadia|Denali|Vision Automotive Group|800 Panorama Trail S #100|Rochester|NY|14625|54135|2|FALSE|FALSE|Denali 4dr SUV AWD (3.6L 6cyl 9A)|all wheel drive|gas||Hunter Metallic|Dark Galvanized/light Shale Leather|https://www.thatsmyvision.com|2022-05-28|2022-08-17|2022-08-17|
5YJ3E1EB7NF204575|2022|Tesla|Model 3 LONG RANGE|G03276M|Carshop|21200 Rte 19|Cranberry Twp|PA|16066|67299|2000|TRUE|FALSE|Sedan|All-Wheel Drive|0.0 Liters|Electric|Gray Metallic||https://www.carshop.com|2022-08-07|2022-08-17|2022-08-17|
5N1AZ2MS5KN152990|2019|Nissan|Murano|SV|Burlington Volkswagen|4500 Us-130|Burlington Township|NJ|08016|29000|32316|TRUE|FALSE|SUV|All-wheel Drive|3.5L V6 24V MPFI DOHC||White|Beige|https://www.burlingtonvw.com|2022-07-19|2022-08-17|2022-08-17|
JA4J3VA81NZ080337|2022|Mitsubishi|Outlander|SEL FWD|South Park Mitsubishi|5172 Library Rd|Bethel Park|PA|15102|35670|7|FALSE|FALSE|suv|Front-Wheel Drive|181 hp 2.5L I4|Gasoline|White Diamond|Light Gray|https://www.southparkmitsubishi.com|2022-07-17|2022-08-16|2022-08-16|
3C7WRNFL0NG335974|2022|Ram|5500|4x4 Crew Cab w/ Chrome Appearance Group|Kernersville Chrysler Dodge Jeep Ram|950 Nc-66|Kernersville|NC|27284|71020|0|FALSE|FALSE||AWD4WD|Cummins I6 Turbodiesel||Granite Crystal Metallic Clearcoat Exterior|Diesel Gray/black|https://www.31dodge.com|2022-07-20|2022-08-17|2022-08-17|in_transit
3VW637AJ1EM208861|2014|Volkswagen|Jetta Jetta Hybrid SEL Premium|SEL|Shift.Com|ONLINE_ONLY|Fort Mill|SC||17450|91782|TRUE|FALSE|Sedan|FWD|1.4L I4 Hybrid|electric-gas-hybrid|Black Exterior|Titan Black Leatherette|https://shift.com|2022-07-04|2022-08-17|2022-08-17|
JTJHZKFA9L2025781|2020|Lexus|RX 350L|RX 350L|Bob Johnson Toyota|3399 W Henrietta Rd|Rochester|NY|14623|46495|34543|TRUE|FALSE|SUV|AWD|3.5L V6 24V PDI DOHC|Gas|Atomic Silver|Parchment|https://www.bobjohnsontoyota.com|2022-07-26|2022-08-17|2022-08-17|
2FMHK6DT7JBA16230|2018|Ford|Flex|Limited EcoBoost AWD - LEATHER|Sunridge Nissan|3131 32 Ave NE|Calgary|AB|T1Y 6J1|29995|101087|TRUE|FALSE||All-wheel drive (AWD)|365 hp 3.5L V6|Premium Unleaded|White||https://www.sunridgenissan.com|2022-04-21|2022-08-17|2022-08-17|
3C63R3DL8NG235054|2022|Ram|3500|Big Horn|Quirk Auto Group|327 Hogan Rd|Bangor|ME|04401|74935||FALSE|FALSE|Big Horn 4dr Crew Cab 4WD SB (6.7L 6cyl Turbo Turbodiesel 8A)|four wheel drive|diesel|Diesel Fuel|Flame Red Clear Coat|Black/diesel Gray Premium Cloth|https://www.quirkauto.com|2022-08-11|2022-08-17|2022-08-17|
1C4PJMLNXKD163843|2019|Jeep|Cherokee|Latitude Plus|Hertz Car Sales Orlando|6060 S Semoran Blvd|Orlando|FL|32822|24690|52592|TRUE|FALSE|Latitude Plus 4dr SUV 4WD (2.0L 4cyl Turbo 9A)|four wheel drive|gas|Premium Unleaded|Billet Silver Metallic Clear Coat|Black Vinyl/cloth|https://www.hertzcarsales.com|2022-05-20|2022-08-17|2022-08-17|
JN1BJ1BWXNW483047|2022|Nissan|Rogue Sport|SV|Suntrup Nissan|6000 S Lindbergh Blvd|St Louis|MO|63123|29315|5|FALSE|FALSE|crossover|All-Wheel Drive|141 hp 2L I4|Gasoline|G41g|Charcoal Leatherette|https://www.suntrupnissan.com|2022-08-11|2022-08-17|2022-08-17|
1FTEW1E45LKD50674|2020|Ford|F-150 XLT Truck SuperCrew Cab|XLT|Buchanan Automotive|1035 E Main St|Waynesboro|PA|17268|34000||TRUE|FALSE|pickup_truck|Four-Wheel Drive|375 hp 3.5L V6|Gas|Gray|Tan|https://www.buchananautomotiveinc.com|2022-05-26|2022-08-17|2022-08-16|
1GC1KWEG5GF192515|2016|Chevrolet|Silverado 2500HD 4WD Crew Cab 153.7 LTZ Truck Crew Cab|4WD Crew Cab 153.7 LTZ|Superior Genesis Hyundai Of Beavercreek|2170 Heller Dr|Beavercreek|OH|45434|39664|110128|TRUE|FALSE|Truck Crew Cab|Four-wheel Drive|8|Flex Fuel Vehicle|Black|Cocoa Dune|https://www.jeffwylerhyundaiofbeavercreek.com|2022-07-31|2022-08-17|2022-08-17|
3C6JR7AT1FG554767|2015|Ram|1500|Express|Ray Dennison Chevrolet, Inc.|2320 N 8th St|Pekin|IL|61554|27998|45103|TRUE|FALSE|pickup_truck|Four-Wheel Drive|5.7L V8 16V MPFI OHV|Gasoline|Black Clearcoat|Black|https://www.raydennisonchevy.com|2022-08-02|2022-08-17|2022-08-17|
5FPYK3F77NB034357|2022|Honda|Ridgeline|RTL-E|Classic Honda Galveston|8102 Broadway St|Galveston|TX|77554|45760|9|FALSE|FALSE|Truck|AWD4WD|V6 SOHC i-VTEC 24V||Radiant Red Metallic Ii Exterior|Black|https://www.classichondagalveston.com|2022-07-14|2022-08-17|2022-08-17|
3KPF34AD6LE153813|2020|Kia|Forte GT-Line Sedan 3KPF34AD6LE153813 for sale in Southern Pines, NC|GT-Line|Pinehurst Toyota|10760 Us-15 #501|Southern Pines|NC|28387|23278|43386|TRUE|TRUE|Sedan|Front-Wheel Drive|147 hp 2L I4|29|Clear White|Black|https://www.pinehursttoyota.com|2022-08-09|2022-08-17|2022-08-17|
19XFC2E84KE002033|2019|Honda|Civic|Sport|Mall Of Georgia Mazda|3546 Ga-20|Buford|GA|30519|25397|83732|TRUE|FALSE|Sport 4dr Sedan (2.0L 4cyl 6M)|FWD|gas|Gasoline|Platinum White Pearl Exterior|Black Cloth|https://www.mallofgamazda.com|2022-08-13|2022-08-17|2022-08-13|
19XFB2F5XDE046810|2013|Honda|Civic|LX|Zeigler Lincoln Of Kalamazoo|4201 Stadium Dr|Kalamazoo|MI|49008|18000|41003|TRUE|FALSE|Sedan|FWD|1.8L I4 16V MPFI SOHC|FWD|Alabaster Silver Metallic Exterior|Black|https://www.zeiglerlincoln.com|2022-08-15|2022-08-18|2022-08-17|
3GKALTEVXJL231661|2018|GMC|Terrain|SLE|Russ Darrow Chrysler Dodge Jeep Ram Of West Bend|3210 W Washington St|West Bend|WI|53095|24223|67945|TRUE|FALSE|SLE 4dr SUV AWD (1.5L 4cyl Turbo 9A)|all wheel drive|gas|Flex Fuel|Red Quartz Tintcoat|Jet Black Premium Cloth|https://www.russdarrowchryslerdodgejeep.com|2022-05-17|2022-08-15|2022-08-15|
MAJ6S3KL3LC349305|2020|Ford|EcoSport|Titanium|Hertz Car Sales Morrow|7060 Jonesboro Rd|Morrow|GA|30260|21395|49733|TRUE|FALSE|Titanium Sport Utility 4D|4x4|4-Cylinders, 2.0 Liters|Regular Unleaded|Black|Other|https://www.hertzcarsales.com|2022-05-15|2022-08-17|2022-08-17|
WMZYT3C30J3D99884|2018|MINI|Cooper S Countryman|Base|Bert Ogden Mcallen BMW|3201 N 10th St|Mcallen|TX|78501|27177|40866|TRUE|FALSE|crossover|Front-Wheel Drive|2.0L I4 16V GDI DOHC Turbo|Gasoline|Island Blue Metallic|Carbon Black|https://www.bertogdenbmw.com|2022-07-16|2022-08-17|2022-08-17|
5TDKK3DC9FS580136|2015|Toyota|Sienna|5dr 8-Pass Van LE FWD|Tom O'Brien Chrysler Jeep Dodge Ram - Indianapolis|4630 E 96th St|Indianapolis|IN|46240|22960|106192|TRUE|FALSE|LE 8-Passenger 4dr Minivan (3.5L 6cyl 6A)|front wheel drive|gas|Gasoline|Super White|Ash Premium Cloth|https://www.tomobrienindy.com|2022-07-03|2022-08-17|2022-08-17|
3GTP2WE78DG324901|2013|GMC|Sierra 1500|SLT|Genesis At Everett|7800 Evergreen Way|Everett|WA|98203|27810|74888|TRUE|FALSE|Truck|4WD|Vortec V8 SFI VVT Flex Fuel|Flex Fuel|Diamond White|Light Cashmere/very Dark Cashmere Accents|https://www.genesisofeverett.com|2022-07-24|2022-08-17|2022-08-17|
1C6RR7GT7HS521598|2017|Ram|1500 SLT Truck Quad Cab|V-8 Cylinder|Sandy Sansing Mazda|6105 Pensacola Blvd|Pensacola|FL|32505|18725|204214|TRUE|FALSE|pickup_truck|Four-Wheel Drive|395 hp 5.7L V8|Gasoline|Black|Black/diesel Gray Cloth|https://www.sandysansingmazda.com|2022-06-04|2022-08-17|2022-08-16|
1C6SRFKT9NN202698|2022|Ram|1500|Limited Longhorn|Dessources Chrysler Dodge Jeep Ram (Vaudreuil, Montreal, Laval)|3400 Bd Des Sources|Dollard-Des-Ormeaux|QC|H9B 1Z9|||FALSE|FALSE|||8 Cylinders Engine|Ordinaire sans plomb|Ivory Tri-coat Pearl||https://www.dessources.com|2022-05-26|2022-08-17|2022-08-17|
